Name,Level,Other_Title
"Resources, conservation & recycling advances",1,"Resources, conservation and recycling advances"
Engineered science,1,
Anthropology & aging,1,Journal of the Association for Anthropology and Gerontology
Corporate and business strategy review,1,
European heart journal : digital health,1,Digital health
Environmental science : advances,1,Advances
Zoonotic diseases,Other identified publication channels,
Nature computational science,1,
Schnittstelle Germanistik,Other identified publication channels,"Forum für deutsche Sprache, Literatur und Kultur des mittleren und östlichen Europas"
African journal of gender and religion,1,AJGR
Environmental research & technology,1,
AFinLA-teema,1,
Advances in radiation oncology,1,
Proceedings of the annual meeting of the ISSS,Other identified publication channels,Proceedings of the annual meeting of the International Society for the Systems Sciences
IEEE European symposium on security and privacy workshops,1,"Proceedings, IEEE European Symposium on Security and Privacy Workshops"
AGILE : GIScience series,Other identified publication channels,
European proceedings of educational sciences,Other identified publication channels,EpES
SciPost physics proceedings,Other identified publication channels,Sci Post physics proceedings
Ocean,Other identified publication channels,Ocean record
IEEE international conference on smart computing,1,IEEE SMARTCOMP proceedings
International conference on probabilistic methods applied to power systems,1,PMAPS
Proceedings (IEEE international conference on mobile data management),1,IEEE International Conference on Mobile Data Management
PHI,1,
Tijdschrift voor genderstudies,1,
Mediapolis,Other identified publication channels,Mediapolis: A Journal of Cities and Culture
Annals of agricultural science,Other identified publication channels,
Papers on labour history,Other identified publication channels,
Annals of applied sport science,Other identified publication channels,
Australian & New Zealand journal of European studies,1,Australian and New Zealand journal of European studies
Discover artificial intelligence,1,
East Asia forum quarterly,Other identified publication channels,
Frontiers in toxicology,Other identified publication channels,
Grassland research,1,
International journal of corrosion and scale inhibition,1,
Journal of remote sensing,1,Guoji yaogan xuebao
Multimodal transportation,1,MULTRA
SESAR innovation days,Other identified publication channels,
Acta scientiarum : health sciences,Other identified publication channels,
Cleaner waste systems,1,
Medicine and law,Other identified publication channels,
The crop journal,1,
Fuzzy information and engineering,1,
Forensic sciences research,1,Fating kexue yanjiu
Diacrítica,1,
Analog game studies,Other identified publication channels,AGS
Transportation infrastructure geotechnology,1,
F&E,Other identified publication channels,Die Forschungszeitschrift der Pädagogischen Hochschule Vorarlberg
Puolustustutkimuksen vuosikirja,Other identified publication channels,
Xiandai zhexue,Other identified publication channels,Modern Philosophy
Trudy instituta russkogo âzyka im. V.V. Vinogradova,Other identified publication channels,Proceedings of the V.V. Vinogradov Russian Language Institute
Journal of English-medium instruction,Other identified publication channels,
Journal of uralic linguistics,Other identified publication channels,
SSM : Qualitative research in health,1,
Applied computing and intelligence,1,AIMS applied computing and intelligence
Nordic journal of urban studies,1,NJUS
Global hip hop studies,1,GHHS
"Journal of arts, design, and music",Other identified publication channels,"Mağallaẗ Al-Fan, wa Al-Taṣmīm wa Al-Mūsīqaẗ"
Digital society,1,"Digital society : Ethics, Socio-Legal and Governance of Digital Technology"
Discover sustainability,1,
Continuity & resilience review,1,Continuity and resilience review
Trends in sport science,Other identified publication channels,
Democracy and security,1,
Journal of intelligence history,1,
Batteries & supercaps,1,Batteries journal
Journal of Chinese humanities,1,
Studi culturali,Other identified publication channels,
Communications in mathematics,1,
Pain and therapy,1,
Frontiers in food science and technology,Other identified publication channels,
Frontiers in genome editing,Other identified publication channels,
Frontiers in animal science,Other identified publication channels,
Frontiers in agronomy,Other identified publication channels,
Frontiers in bioinformatics,1,
International perspectives in psychology,1,"Research, practice, consultation ; official journal of Division 52 (International Psychology) of the American Psychological Association"
International journal of educational research and innovation,Other identified publication channels,IJERI
Carbon trends,1,
Journal of world popular music,1,
SN Partial differential equations and applications,1,Partial Differential Equations and Applications
